oyster genome,poly(I:C) priming,Priming poly(I:C)/T0,,,,,,Challenge Poly(I:C)+OsHV-1/10DPP,,,,FSW control,Priming FSW/T0,,,,,,Challenge FSW+OsHV-1/10DPP,,,,annotation and putative function,,,Gene ontology
CGI_10022362,priming specific,3.886717586,217.6206922,0,249.8102596,0,298.5271548,0,263.2908887,0,249.0452292,sustained,-0.785224207,154.4458752,-0.511415561,186.3851084,-0.36739491,225.2529368,0,201.9240119,0,234.5640032,TNF receptor-associated factor 4-like isoform X8 [Crassostrea gigas],virus,apoptosis,F:ubiquitin-protein transferase activity; F:zinc ion binding; P:activation of NF-kappaB-inducing kinase activity; P:positive regulation of JNK cascade; C:intracellular; P:protein ubiquitination
CGI_10007931,priming specific,0.319691323,407.7106694,0.318631237,374.8692118,0,293.9081866,0,406.5703429,0,331.8530362,recall,0,383.4865141,0.447506389,434.2397353,0,383.6986404,0,442.8347513,0.432353218,487.1184923,40S ribosomal S24,other,other,"F:nucleotide binding; P:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); F:structural constituent of ribosome; C:cytosolic small ribosomal subunit; P:primitive hemopoiesis; P:translation; P:definitive hemopoiesis"
CGI_10024989,priming specific,5.005825184,234.7349352,0,221.542176,0,284.0912531,0,220.4154365,0,262.8745962,sustained,-0.41546903,203.0314196,-0.539119132,184.1874772,-0.603831442,192.0864906,0,206.7725371,0.306930378,222.903228,Serine threonine- kinase SMG1,V/B,signaling,"F:ATP binding; P:nuclear-transcribed mRNA catabolic process, nonsense-mediated decay; F:protein serine/threonine kinase activity; P:protein phosphorylation"
CGI_10023088,priming specific,3.678511522,221.6216561,-0.509093091,181.6087851,0,274.9747754,0,236.9232678,0,266.4961076,recall opposite,-0.371777623,213.2780731,-0.396037534,207.1427668,0.325426489,376.6835252,-0.359664722,278.3885176,-0.445919544,257.6615961,5-hydroxytryptamine receptor 4-like [Crassostrea gigas],other,other,F:G-protein coupled receptor activity; P:G-protein coupled receptor signaling pathway; C:integral component of membrane
CGI_10025850,priming specific,0,222.0091966,-0.233125368,197.5384304,0,274.1025779,0,264.8247212,0,279.9745678,sustained,-0.20641023,214.6645481,-0.285062206,201.2039918,-0.414928471,200.13127,0,215.34347,0,197.282374,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 1-like isoform X2",other,other,F:L-ascorbic acid binding; P:neural crest cell migration; P:motor neuron axon guidance; F:iron ion binding; C:endoplasmic reticulum; P:oxidation-reduction process; F:procollagen-lysine 5-dioxygenase activity
CGI_10013530,priming specific,0,237.5837295,0.344931747,279.3317038,0,272.0227228,0,289.7294371,0,267.3880535,recall opposite,-0.30344489,188.6897541,-0.264652947,192.1394559,0,241.430781,0.360350301,297.7629466,0.603493618,345.2201961,heat shock 70 kDa 12A-like [Crassostrea gigas],V/B,other,F:nucleotide binding; F:ATP binding
CGI_10013829,priming specific,3.860691828,174.2720843,0,171.9053337,0,270.5014843,0,332.2663349,0,274.1203331,sustained,0,227.3119672,0,205.0333496,0.454405276,320.9629559,0,313.7276343,0,318.4367577,angiopoietin-related 3-like,V/B,other,0
CGI_10025994,priming specific,0.271317207,303.1929515,0.241143807,273.7229609,0,258.2050912,0,235.831846,0,254.0522365,sustained,0.222830734,288.4746267,0.354909311,313.4110901,0.410298512,354.1601036,0,319.0598776,0,312.317236,growth arrest-specific 8-like,other,other,P:cell motility; C:motile cilium; P:positive regulation of smoothened signaling pathway; P:muscle cell development
CGI_10006557,priming specific,0.259707322,245.8597484,0.567526672,280.9752419,0,244.3470937,0,201.091267,0,229.3028965,challenge specific,0,204.8721972,0,179.5857315,0,211.9697564,0.350232565,259.6975455,0.830210989,355.116825,calpain-15-like [Crassostrea gigas],virus,apoptosis,F:zinc ion binding; P:proteolysis; F:calcium-dependent cysteine-type endopeptidase activity; C:intracellular
CGI_10018493,priming specific,2.533378165,171.1680768,0,210.6019478,0,235.5897982,0,217.5139941,0,271.018651,priming specific,-0.253641516,193.5368567,-0.344987617,179.3391686,0,231.843511,0,225.711148,0,261.8669974,baculoviral IAP repeat-containing 7 isoform X2,virus,apoptosis,F:zinc ion binding; P:negative regulation of cellular process
CGI_10021005,priming specific,0.236061821,272.8238341,0.29468172,262.0515265,0,226.4670628,0,227.0860777,0,252.9419769,priming specific,0.598906358,346.9778112,0.562801886,334.4788637,0,277.3047316,0,244.0788392,0,215.1909275,glutathione mitochondrial-like,V/B,other,F:NADP binding; F:flavin adenine dinucleotide binding; P:glutathione metabolic process; F:glutathione-disulfide reductase activity; P:cellular oxidant detoxification; C:cell part; P:cell redox homeostasis; P:oxidation-reduction process; C:membrane-bounded organelle
CGI_10000975,priming specific,0,226.8114472,0.216520623,236.819375,0,226.2576755,0,193.9501399,0,195.2858175,sustained,0,211.9754807,0,231.6753585,-0.35039245,183.0079458,0,169.3459222,0,191.4485875,Xaa-Pro partial,other,other,C:extracellular exosome; P:proteolysis; F:aminopeptidase activity; F:manganese ion binding
CGI_10009587,priming specific,0.308758471,221.0754097,0,188.3020062,0,219.6864607,0,178.3358719,0,186.5565601,sustained,0.507447331,250.8075333,0,210.3888761,0.704983905,307.9840746,-0.416388931,218.0443525,-0.659551575,181.0568687,innexin unc-9-like isoform X1 [Crassostrea gigas],other,other,C:gap junction; P:ion transport; C:integral component of membrane; C:plasma membrane
CGI_10019401,priming specific,0,205.656018,0.342350437,211.5291253,0,203.469313,0,208.8347108,0,222.2320182,recall opposite,0,189.4259179,0,190.319628,-0.355693107,148.7385576,0,151.2225428,0.48180015,195.4364809,TNF receptor-associated factor 3-like,virus,apoptosis,F:ubiquitin-protein transferase activity; F:zinc ion binding; P:signal transduction; P:protein ubiquitination
CGI_10006488,priming specific,0,169.657477,-0.283771801,143.0692881,0,195.4904581,0,142.8997508,0,170.6534222,sustained,-0.277300611,153.587838,-0.503654436,129.7089574,-0.50016459,141.7356581,0,136.439855,0,143.8311119,baculoviral IAP repeat-containing 6-like,virus,apoptosis,F:ubiquitin-protein transferase activity; P:apoptotic process; P:regulation of cytokinesis; P:protein ubiquitination
CGI_10019634,priming specific,0,158.4673282,-0.270182424,132.6125717,0,195.2272242,0,197.447859,0,216.4296361,not regulated,0,160.861746,0,150.2636872,0,161.8736094,0,174.71182,0,160.076844,ras GTPase-activating IQGAP1 isoform X1 [Aplysia californica],virus,signaling,P:small GTPase mediated signal transduction; P:cellular response to growth factor stimulus; P:cellular response to endogenous stimulus; C:membrane; F:GTPase activator activity; P:regulation of phosphate metabolic process; P:transmembrane receptor protein tyrosine kinase signaling pathway; C:organelle; C:intracellular part; P:positive regulation of GTPase activity; F:enzyme binding
CGI_10017947,priming specific,0.271625157,218.5885671,0.421886379,223.7455182,0,189.0359178,0,201.5506371,0,198.2237341,not regulated,0,180.9159571,0,173.1300377,0,219.1810888,0,226.5348413,0,229.2130666,heat shock 70 kDa 12A-like,V/B,other,C:membrane; C:integral component of membrane
CGI_10010150,priming specific,0.341505786,204.3648907,0.353271556,189.445205,0,185.691124,0,192.2943107,0,197.8201554,recall,0.450915463,217.0297105,0.502710837,222.7201385,0,151.4845059,0.361714283,186.6613186,0.49837524,201.1054027,eukaryotic translation initiation factor 3 subunit C-like isoform X2,other,other,"F:translation initiation factor activity; P:formation of translation preinitiation complex; C:eukaryotic translation initiation factor 3 complex, eIF3m; C:eukaryotic 43S preinitiation complex; C:eukaryotic 48S preinitiation complex; F:translation initiation factor binding; P:regulation of translational initiation"
CGI_10004824,priming specific,0,196.7073461,0.662708323,220.8042985,0,180.3833557,0,188.9011428,0,176.1738747,challenge specific,0,141.1580677,0,142.3181609,0,192.9604866,0,187.7766766,0.440504842,247.5854839,heat shock 70 kDa 12A-like [Crassostrea gigas],V/B,other,0
CGI_10021162,priming specific,0.5162104,207.2542696,0,156.3908049,0,171.9680456,0,148.9365328,0,186.4713056,sustained,0.560617204,211.7703802,0.585058413,212.0408088,0.716542985,252.6922657,0,224.9970494,0,223.1568397,nucleoside diphosphate kinase homolog 5-like,other,other,P:ventricular system development; P:UTP biosynthetic process; P:CTP biosynthetic process; P:spermatid development; P:GTP biosynthetic process; P:negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway; P:cilium assembly; P:epithelial cilium movement; P:nucleoside diphosphate phosphorylation; F:nucleoside diphosphate kinase activity; C:sperm flagellum; C:intracellular
CGI_10020671,priming specific,0,172.7768793,0.321864698,163.6370716,0,168.4047443,0,158.7528303,0,164.0538187,recall,0.431157488,189.8108146,0.602277385,212.0189102,0,128.5715731,0.406912072,164.7592702,0.565000568,179.2815709,adenylate kinase isoenzyme 6-like,other,other,F:ATPase activity; F:adenylate kinase activity; F:ATP binding; P:nucleotide phosphorylation; C:Cajal body
CGI_10009254,priming specific,3.053893327,143.2064584,-0.471775777,125.4305726,0,167.6420264,0,141.9964658,0,148.7734146,sustained,-0.311106446,149.6163012,-0.266015822,152.98626,-0.520658354,139.3745281,0,110.5459099,0,149.8953428,Rho-related GTP-binding,V/B,signaling,F:GTP binding; P:nucleocytoplasmic transport; P:small GTPase mediated signal transduction; F:GTPase activity; C:membrane; P:metabolic process; P:intracellular protein transport; C:intracellular
CGI_10005457,priming specific,4.823644878,150.0927079,0,153.2109715,0,167.4093842,0,162.8768849,0,168.7074098,sustained,0,158.3602506,-0.316496536,140.1693135,-0.63468911,122.1416495,0,141.3100724,0.480542646,160.1175049,Importin subunit alpha-4,virus,other,F:protein C-terminus binding; P:NLS-bearing protein import into nucleus; C:cytosol; F:protein transporter activity; F:nuclear localization sequence binding; C:nuclear pore; C:nucleoplasm
CGI_10022586,priming specific,3.626460005,123.103375,0.318386186,182.4414437,0,163.8496629,0,135.1544282,0,131.7422184,sustained,-1.203496543,63.75889779,-1.259456469,61.84433272,-0.629790766,106.8758272,0,86.10536936,0.473417025,140.2900005,heat shock 70 kDa 12A-like [Crassostrea gigas],V/B,other,C:membrane; C:integral component of membrane
CGI_10026468,priming specific,0,153.0235626,0.386474572,166.5146036,0,153.0840977,0,148.9511536,0,162.7481,sustained,0.588377395,205.8871087,0.553133378,198.5408054,0.306095724,180.8978562,0,191.4555067,0,157.3137494,AChain Aza-acyclic Nucleoside Phosphonates Containing A Second Phosphonate Group As Inhibitors Of The Plasmodium Falciparum And Vivax 6- Oxopurine Phosphoribosyltransferases And Their Pro-drugs As Antimalarial Agents,other,other,P:cytolysis; P:dopamine metabolic process; P:adenine salvage; P:hypoxanthine salvage; P:striatum development; P:central nervous system neuron development; P:GMP catabolic process; P:positive regulation of dopamine metabolic process; F:hypoxanthine phosphoribosyltransferase activity; P:cerebral cortex neuron differentiation; P:dendrite morphogenesis; F:nucleotide binding; F:magnesium ion binding; P:grooming behavior; C:extracellular exosome; P:locomotory behavior; P:protein homotetramerization; C:cytosol; F:guanine phosphoribosyltransferase activity; F:protein homodimerization activity; P:GMP salvage; P:IMP salvage; P:guanine salvage; P:response to amphetamine; P:lymphocyte proliferation
CGI_10026351,priming specific,0.433338693,215.5977059,0.382333441,191.4762272,0,151.455629,0,153.0806531,0,146.9479655,priming specific,0.561608529,232.3353302,0.693838603,252.4882039,0,161.1370189,0,183.6341206,0,178.9740493,pre-rRNA processing FTSJ3-like,other,other,"P:maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); F:rRNA (uridine-2'-O-)-methyltransferase activity; C:nucleolus; P:maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA); C:preribosome, large subunit precursor; F:rRNA (guanine) methyltransferase activity; P:enzyme-directed rRNA 2'-O-methylation"
CGI_10022162,priming specific,3.418253941,128.5595555,0,133.1713104,0,150.8036682,0,154.4996794,0,172.016659,not regulated,0,156.0364323,0,143.9379952,0,168.5454649,0,166.8304401,0,154.2411666,kinase C iota type-like isoform X5,V/B,Toll/NF-kB pathway,F:ATP binding; F:metal ion binding; P:peptidyl-serine phosphorylation; C:intracellular; P:intracellular signal transduction; F:protein kinase C activity
CGI_10027616,priming specific,1.726579664,122.0780883,-0.667801183,101.8873964,0,145.3595267,0,144.3318087,0,183.9168904,sustained,0,140.9593742,0,142.9521374,-0.732867508,112.1486536,0,108.1830074,0,132.4625268,Metallo ase inhibitor 3,bacteria,other,C:extracellular region part; P:negative regulation of endopeptidase activity; C:extracellular matrix; F:metalloendopeptidase inhibitor activity
CGI_10022568,priming specific,0.406499717,153.9568987,0,121.4949288,0,136.0135164,0,166.2507569,0,151.6609924,priming specific,0.483081819,160.1591623,0.607581346,173.3578629,0,144.0270312,0,150.0878951,0,131.7582171,dolichyl-phosphate beta-glucosyltransferase,other,other,C:endoplasmic reticulum membrane; P:GPI anchor biosynthetic process; C:integral component of membrane; F:dolichyl-phosphate beta-D-mannosyltransferase activity; P:protein N-linked glycosylation; P:dolichol metabolic process; P:protein O-linked mannosylation; P:determination of left/right symmetry; F:dolichyl-phosphate-mannose-protein mannosyltransferase activity
CGI_10024607,priming specific,0,132.9842625,-0.233629566,116.3666567,0,135.3527983,0,131.9216273,0,140.2520535,sustained,0,135.4827221,0,131.0504469,-0.504170608,110.8006444,0,125.2830796,0.307432645,128.5738992,ATP-dependent RNA helicase DHX8,virus,IFN-like pathway and RLR recognition,F:ATP binding; F:identical protein binding; C:catalytic step 2 spliceosome; P:metabolic process; F:ATP-dependent helicase activity; C:nucleoplasm; F:poly(A) RNA binding
CGI_10023960,priming specific,0,151.4204497,0.476315009,150.7821348,0,132.1684856,0,142.8686711,0,116.7139515,challenge specific,0,99.25783779,0,103.1875162,0,92.43688201,0,119.2402903,1.009642746,180.6614276,caspase 8,virus,apoptosis,P:positive regulation of cellular process; C:cytoplasm; P:signal transduction; P:proteolysis; P:apoptotic process; P:regulation of apoptotic process; C:membrane part; F:cysteine-type endopeptidase activity involved in apoptotic process
CGI_10016708,priming specific,-0.459584015,74.66142515,-1.152328847,56.9247784,0,131.7582762,0,118.1503813,0,142.0711868,recall,-0.530624691,93.49020686,-0.643079164,85.90481847,0,159.4028628,-1.072636276,69.63475447,-1.587386055,48.44207594,fibropellin-1-like isoform X1,other,other,P:cell communication; P:multicellular organism development; F:calcium ion binding; C:integral component of membrane
CGI_10025394,priming specific,0.428237035,140.310809,0,106.319535,0,128.1100068,0,106.2289107,0,128.8222142,sustained,0.47538171,143.3031842,0.424244609,136.021758,0.728066154,182.9481768,0,150.4931049,0,131.442129,[Nematostella vectensis],other,signaling,0
CGI_10019462,priming specific,0.370530198,169.9616353,0.621814149,186.9078519,0,127.2123416,0,146.300431,0,142.3228797,sustained,0.539134843,188.1677322,0.853867594,232.6689314,0.486106648,194.8228331,-0.342390446,145.498109,0,161.0134029,ETS-related transcription factor Elf-3,other,other,"C:nucleus; F:transcription factor activity, sequence-specific DNA binding; P:regulation of transcription, DNA-templated; F:sequence-specific DNA binding; P:cellular process; P:single-organism developmental process"
